Table,Key,Id,English (en-US),Russian (ru)
TerminalParameters,PARAM_TowerNavigation_Forward,66170931792306176,forward,forward
TerminalParameters,PARAM_TowerNavigation_Left,66170931792306177,"left,l","left,l"
TerminalParameters,PARAM_TowerNavigation_Right,66170931792306178,"right,r","right,r"
TerminalParameters,PARAM_TowerOutside_Gate,33215963250810880,gate,gate
TerminalParameters,PARAM_TowerOutside_Go_Forward,945785135105,forward,forward
TerminalParameters,PARAM_TowerOutside_Lever,33249930658177024,lever,lever
TerminalParameters,PARAM_TowerOutside_Moon,945785135107,moon,moon
TerminalParameters,PARAM_TowerOutside_MoonTablet,33199365290975232,tablet,tablet
TerminalParameters,PARAM_Uninstall_Chronolog,2431248399065089,chronolog,chronolog
TerminalParameters,PARAM_Uninstall_Colorlens,2431248399065090,colorlens,colorlens
TerminalParameters,PARAM_Uninstall_DesktopExplorer,2431248399065091,desktopexplorer,desktopexplorer
TerminalParameters,PARAM_Uninstall_ImageViewer,2431248399065092,imageviewer,imageviewer
TerminalParameters,PARAM_Uninstall_MineSniffer,2431248399065093,minesniffer,minesniffer
TerminalParameters,PARAM_Uninstall_Notepage,2431248399065094,notepage,notepage
TerminalParameters,PARAM_Uninstall_Pizarro,2431248399065095,pizarro,pizarro
TerminalParameters,PARAM_Uninstall_Sketchy,2431248399065096,sketchy,sketchy
TerminalParameters,PARAM_Uninstall_Storyteller,2431248399065097,storyteller,storyteller
TerminalTowerCommandOutput,CMD_Tower_Go_Placeholder,7255241498656768,direction,direction
TerminalTowerCommandOutput,CMD_Tower_Object_Placeholder,3686441452695552,object,object
TerminalTowerInteractables,desc_towerF1_mainHall_gate_lookInteraction_default,12063373508255744,iron gate,iron gate
Websurfer_contents,Chain_ADM_EmmettAddress,40932026226827264,esounder@cmail.com,esounder@cmail.com
Websurfer_contents,Chain_BUG24_MessageContentSubject,40932026231021587,STP-BUG24,STP-BUG24
Websurfer_contents,Chain_CHR92_MessageContentSubject,40932026231021573,CHR-ISSUE92,CHR-ISSUE92
Websurfer_contents,Chain_CHR92_MessageREContent,40932026231021574,"CHR-ISSUE92: Chronolog Feature Request
Enable command line access to restore corrupted .res files.
Proposed command: <b>CHRONO RESTORE</b>
Usage: Enter <b>filepath</b> of corrupted entry. Example: documents/test.res","CHR-ISSUE92: Запрос функции Chronolog
Добавить доступ через командную строку для восстановления повреждённых .res файлов.
Предлагаемая команда: <b>CHRONO RESTORE</b>
Использование: Введите <b>путь/к/файлу</b> повреждённой записи. Пример: documents/test.res"
Websurfer_contents,Fiddler_HAL_Search1,41014904700788749,how to uninstlal,как удалить программу
Websurfer_contents,Fiddler_HAL_Search10,41014904700788758,cmaa clubs drawing,cmaa clubs drawing
Websurfer_contents,Fiddler_HAL_Search4,41014904700788752,home improvement tips,советы по обустройству дома
Websurfer_contents,Fiddler_Max_Search1,41014904700788760,division terrace bridge,division terrace bridge
Websurfer_contents,Fiddler_Max_Search3,41014904700788762,pizarro nextrooms,pizarro nextrooms
Websurfer_contents,Fiddler_Max_Search4,41014904700788763,nextrooms desktop explorer,nextrooms desktop explorer
Websurfer_contents,Fiddler_Max_Search5,41014904704983040,mall in nextrooms,mall in nextrooms
Websurfer_contents,Fiddler_Max_Search6,41014904704983041,nextrooms mall,nextrooms mall
Websurfer_contents,Fiddler_Max_Search7,41014904704983042,sketchy brush tips,sketchy brush tips
Websurfer_contents,Fiddler_Max_Search8,41014904704983043,digital art contests,digital art contests
Websurfer_contents,Fridge_MaxPost_Content_Image1,41737622467371106,Rembrandt.img,Rembrandt.img
Websurfer_contents,Fridge_MaxPost_Content_Image2,41737622467371107,Warhol.img,Warhol.img
Websurfer_contents,Fridge_MaxPost_Content_Image3,41737622467371108,Picasso.img,Picasso.img
Websurfer_contents,Fridge_MaxPost_Content_Image4,41737622467371109,Okeeffe.img,Okeeffe.img
Websurfer_contents,Fridge_MaxPost_Content_Image5,41737622467371110,Edvard.img,Edvard.img
Websurfer_contents,HelpUs_InfoPanel_Mail1,41737622467371068,h4libut@cmail.com,h4libut@cmail.com
Websurfer_contents,HelpUs_InfoPanel_Mail2,41737622467371069,leila.sounder@cmail.com,leila.sounder@cmail.com
Websurfer_contents,NRM_Controls_Section2Object,41737622475759624,object,object
Websurfer_contents,QC_Distance_10,41737622479953927,126 miles,203 км
Websurfer_contents,QC_Distance_11,41737622479953928,132 miles,212 км
Websurfer_contents,QC_Distance_12,41997792162340864,694 miles,1117 км
Websurfer_contents,QC_Distance_4,41737622479953921,1 miles,1.6 км
Websurfer_contents,QC_Distance_6,41737622479953923,2 miles,3.2 км
Websurfer_contents,QC_Distance_7,41737622479953924,31 miles,49 км
Websurfer_contents,QC_Distance_8,41737622479953925,52 miles,84 км
Websurfer_contents,QC_Distance_9,41737622479953926,72 miles,116 км
Websurfer_contents,QC_Max_CustomDistance,41737622484148227,828 miles,1333 км
Websurfer_contents,QC_Max_DivisionDistance,41737622484148234,76 miles,122 км
file_names,Abandoned,574773780522,abandoned,abandoned
file_names,AdminChronolog,574773780489,requiem,requiem
file_names,Catacombs,574773780521,catacombs,catacombs
file_names,CaveAncientRuins,574773780495,ancient-ruins,ancient-ruins
file_names,CaveCrossroads,574773780497,three-paths,three-paths
file_names,CaveDareToSayMyName,574773780498,etched-walls,etched-walls
file_names,CaveFleetingFace,574773780499,lights-out,lights-out
file_names,CaveNarrowTunnel,574773780496,narrow-tunnel,narrow-tunnel
file_names,Credits,30126127925157892,TheSweaters - FeelAnything[128kbps],TheSweaters - FeelAnything[128kbps]
file_names,DeepCave,574773780494,deep-cave,deep-cave
file_names,EndlessOcean,30126127925157891,endless-ocean,endless-ocean
file_names,FireCrackling,574773780493,fire-crackling,fire-crackling
file_names,GoIn,574773780492,fortuna,fortuna
file_names,HalA1Scales,574773780503,harmony,harmony
file_names,HalA2Spells,6133108645552128,conjure,conjure
file_names,HalP0TempleIntro,6129303216447488,entrance,entrance
file_names,HalP1Podium,574773780504,scarab-podium,scarab-podium
file_names,HalP7Sanctum,574773780500,sanctum,sanctum
file_names,HalR1SortBy,6133108649746433,scorching,scorching
file_names,HalR2About,6133108649746434,tomb,tomb
file_names,HalR2AboutEnd,6133108649746435,desecration,desecration
file_names,HalT1HallIOfMirrors,6133108649746432,mirrors,mirrors
file_names,HalT2Hourglass,574773780505,sandfalls,sandfalls
file_names,HalibutChronolog,574773780487,reminisce,reminisce
file_names,Max_Prologue_Skyline,15756016003047424,skyline,skyline
file_names,MaximusChronolog,574773780488,TheSweaters - Interlude[128kbps],TheSweaters - Interlude[128kbps]
file_names,MiniGameMineSniffer,30126127920963587,MineSniffer,MineSniffer
file_names,MiniGameWormHole,12159071594471428,Wormhole,Wormhole
file_names,NextRoomsArcade,30126127920963588,cabinets,cabinets
file_names,NextRoomsArtStore,12159071577694208,paintings,paintings
file_names,NextRoomsCorkboard,33402968249196544,NextRooms-theme,NextRooms-theme
file_names,NextRoomsJanitorCloset,574773780511,nr_janitorCloset,nr_janitorCloset
file_names,NextRoomsLightsOut,574773780508,tread,tread
file_names,NextRoomsMagicStore,12159071594471424,sleight-of-hand,sleight-of-hand
file_names,NextRoomsMainMenu,574773780509,NextRooms-theme,NextRooms-theme
file_names,NextRoomsMallFirstFloor,574773780513,abandoned,abandoned
file_names,NextRoomsPetStore,574773780510,shattered,shattered
file_names,NextRoomsPhotoLab,30126127920963590,mannequin,mannequin
file_names,NextRoomsPhotoLabAfterDarkRoom,32545027493191686,TheSweaters - Faceless[128kbps],TheSweaters - Faceless[128kbps]
file_names,NextRoomsRoomieRoom,574773780514,Roomie,Roomie
file_names,NextRoomsSecondFloor,12159071594471425,defy,defy
file_names,NextRoomsUnderConstruction,32545027493191685,under-construction,under-construction
file_names,NextRoomsVHSStore,574773780512,nr_vhsStore,nr_vhsStore
file_names,NextRooms_Test,574773780507,nextRooms,nextRooms
file_names,P9HanoiAltar,574773780501,at-the-river's-end,at-the-river's-end
file_names,RockyShore,574773780491,rocky-shore,rocky-shore
file_names,RoomieName_Cj,9666475680849923,CJ,CJ
file_names,RoomieName_Femur,9666475680849922,femur,femur
file_names,RoomieName_Hazel,9666475680849920,Hazel,Hazel
file_names,RoomieName_Kamarena,9666475680849921,K4M4R3N4,K4M4R3N4
file_names,ScreenSaverAquarium,32545027493191684,aquarium,aquarium
file_names,ScreenSaverMaze,12159071594471426,maze,maze
file_names,ScreenSaverMazeReversed,12159071594471427,ezam,ezam
file_names,SewerEntrance,574773780519,sewer-entrance,sewer-entrance
file_names,SewerTunnels,574773780520,sewer-tunnels,sewer-tunnels
file_names,TerminalPrompter,30126127920963592,exploit,exploit
file_names,TheTower,30126127925157888,the-tower,the-tower
file_names,Tower_F1,30126127925157889,arcana,arcana
file_names,Tower_F7,12699581555924992,journey's-end,journey's-end
file_names,VhsStoreAfterTrilogy,32545027493191683,AfterTrilogy,AfterTrilogy
file_names,VhsStoreDreamInGauche,32545027493191681,TheSweaters - DreamInGouache[128kbps],TheSweaters - DreamInGouache[128kbps]
file_names,VhsStoreRodAndReel,32545027493191682,Rod&Reel,Rod&Reel
file_names,VhsStoreSlasherFest,32545027493191680,SlasherFest,SlasherFest
file_names,arcade_polaroid,574773780482,arcade,arcade
file_names,art_polaroid,574773780481,paint,paint
file_names,construction_polaroid,574773780484,emotions,emotions
file_names,court_polaroid,574769586176,camera,camera
file_names,filename_adm_DEInstaller,7252309464571904,DE_Installer,DE_Installer
file_names,filename_adm_conclusion,22790352355188744,conclusion,заключение
file_names,filename_adm_deAnalysis,22790352355188739,de_analysis,de_analysis
file_names,filename_adm_deInstall,22790352355188743,deInstall,deInstall
file_names,filename_adm_encryptInstructions,22790352355188752,encryptInstructions,encryptInstructions
file_names,filename_adm_lifecycle,22790352355188750,lifecycle,lifecycle
file_names,filename_adm_memories,22790352355188738,memories,memories
file_names,filename_adm_nosTerminal,22790352342605824,nOS Terminal,nOS Terminal
file_names,filename_adm_psychostimuli,22790352355188740,psychostimuli,psychostimuli
file_names,filename_adm_shame,22790352355188736,shame,shame
file_names,filename_adm_shieldingHand,22790352355188751,TactileVision,TactileVision
file_names,filename_adm_together,22790352355188741,together,together
file_names,filename_adm_towerF1_mainHall,22790352355188746,SealedCalling,SealedCalling
file_names,filename_adm_towerF1_orb,22790352355188747,CrystalClearFog,CrystalClearFog
file_names,filename_adm_towerF1_portrait,22790352355188748,BlindImage,BlindImage
file_names,filename_adm_towerF7_window,22790352355188749,TwilightsDawn,TwilightsDawn
file_names,filename_adm_towerOutside,22790352355188745,DawnsTwilight,DawnsTwilight
file_names,filename_adm_whoAreYou,22790352355188737,whoAreYou,ктоТыТакой
file_names,filename_adm_youllregretthis,22790352355188742,youllregretthis,youllregretthis
file_names,filename_core_chatlogs,32799440443006976,Chatlogs,Chatlogs
file_names,filename_core_desktop,574773780529,Desktop,Desktop
file_names,filename_core_desktopExplorer,574773780526,Desktop Explorer,Desktop Explorer
file_names,filename_core_desktop_path,913835971043328,desktop,desktop
file_names,filename_core_documents,574773780525,Documents,Documents
file_names,filename_core_downloads,574773780524,Downloads,Downloads
file_names,filename_core_inventory,7796430222647296,Inventory,Inventory
file_names,filename_core_terminal,24884339383721984,nOS Terminal,nOS Terminal
file_names,filename_core_wasteBin,574773780527,WasteBin,WasteBin
file_names,filename_core_webSurfer,574773780528,WebSurfer2,WebSurfer2
file_names,filename_gadm_A1,22790352355188796,A1,A1
file_names,filename_gadm_B3,22790352355188797,B3,B3
file_names,filename_gadm_C2,22790352355188803,C2,C2
file_names,filename_gadm_C3,22790352355188795,C3,C3
file_names,filename_gadm_chessboard,22790352355188794,Chessboard,Chessboard
file_names,filename_gadm_prophecy,22790352355188807,prophecy,prophecy
file_names,filename_gadm_royalObjective,24557561536569344,royalObjective,royalObjective
file_names,filename_gadm_theKingsDemise,22790352355188801,theKingsDemise,theKingsDemise
file_names,filename_gadm_towerGuppy,22790352355188806,unsoughtQuest,unsoughtQuest
file_names,filename_gadm_tripDownMemoryLane,22790352355188804,tripDownMemoryLane,tripDownMemoryLane
file_names,filename_gadm_tripDownMemoryLaneDisplayName,22790352355188805,A Trip Down Memory Lane,A Trip Down Memory Lane
file_names,filename_gadm_whiteKing,22790352355188798,whiteKing,whiteKing
file_names,filename_gadm_whiteKnight,22790352355188799,whiteKnight,whiteKnight
file_names,filename_gadm_whitePawn,22790352355188802,whitePawn,whitePawn
file_names,filename_gadm_whiteRook,22790352355188800,whiteRook,whiteRook
file_names,filename_ghal_adminShortcut,22790352355188755,Admin,Admin
file_names,filename_ghal_anglerTrio,22790352355188762,{anglerTrio},{anglerTrio}
file_names,filename_ghal_away,22790352355188753,Away,Away
file_names,filename_ghal_backToEntrance,23233975907508224,Back To Entrance,Back To Entrance
file_names,filename_ghal_bigCatch,22790352355188779,{bigCatch},{bigCatch}
file_names,filename_ghal_dontForget,22790352355188764,{dontForget},{dontForget}
file_names,filename_ghal_fadedInstructions,22790352355188757,faded_instructions,faded_instructions
file_names,filename_ghal_fading,22790352355188761,Fading,Fading
file_names,filename_ghal_fishingLure,22790352355188780,fishingLure,fishingLure
file_names,filename_ghal_goBelow,22790352355188768,go below,go below
file_names,filename_ghal_goLeft,22790352355188767,go left,go left
file_names,filename_ghal_goRight,22790352355188769,go right,go right
file_names,filename_ghal_interestingStory,22790352355188758,interestingStory,interestingStory
file_names,filename_ghal_isSlowly,22790352355188763,Is Slowly,Is Slowly
file_names,filename_ghal_lookBehindYou,22790352355188770,lookBehindYou,lookBehindYou
file_names,filename_ghal_maximusShortcut,22790352355188754,M4x1mus,M4x1mus
file_names,filename_ghal_memoryLane,22790352355188760,Memory Lane,Memory Lane
file_names,filename_ghal_memoryMaze0,22790352355188759,memoryMaze0,memoryMaze0
file_names,filename_ghal_memoryMaze1,22790352355188766,memoryMaze1,memoryMaze1
file_names,filename_ghal_memoryMaze2,22790352355188771,memoryMaze2,memoryMaze2
file_names,filename_ghal_memoryMaze3,22790352355188772,memoryMaze3,memoryMaze3
file_names,filename_ghal_memoryMaze4,22790352355188773,memoryMaze4,memoryMaze4
file_names,filename_ghal_memoryMaze5,22790352355188774,memoryMaze5,memoryMaze5
file_names,filename_ghal_memoryMaze6,22790352355188775,memoryMaze6,memoryMaze6
file_names,filename_ghal_memoryMaze7,22790352355188776,memoryMaze7,memoryMaze7
file_names,filename_ghal_memoryMistake,23233975894925312,Wrong Turn,Wrong Turn
file_names,filename_ghal_sunkenMemories,22790352355188765,sunkenMemories,sunkenMemories
file_names,filename_ghal_underwaterRuins,22790352355188756,underwaterRuins,underwaterRuins
file_names,filename_ghal_whatIsLeft,22790352355188777,whatIsLeft,whatIsLeft
file_names,filename_ghal_whatIsLeftDisplayName,22790352355188778,What Is Left,What Is Left
file_names,filename_ghalibut_note1,7790713168191492,notebook,notebook
file_names,filename_ghalibut_note2,7790713168191493,whatyear,whatyear
file_names,filename_ghalibut_note3,7790713168191494,no,no
file_names,filename_gmax_blackPawn,22790352355188790,blackPawn,blackPawn
file_names,filename_gmax_chessFigurehead,22790352355188788,chessFigurehead,chessFigurehead
file_names,filename_gmax_diveIn,22790352355188783,diveIn,нырнуть
file_names,filename_gmax_fishingLure,22790352355188789,fishingLure,fishingLure
file_names,filename_gmax_halibutShortcut,22790352355188782,Halibut,Halibut
file_names,filename_gmax_inventory,22790352355188786,Inventory,Inventory
file_names,filename_gmax_maelstrom,22790352355188784,maelstrom,водоворот
file_names,filename_gmax_mural,22790352355188791,mural,mural
file_names,filename_gmax_nextRooms,22790352355188785,nextRooms,nextRooms
file_names,filename_gmax_ship,22790352355188792,Ship,Ship
file_names,filename_gmax_shipWheel,22790352355188787,shipWheel,shipWheel
file_names,filename_hal_DEInstaller,574777974793,DE_Installer,DE_Installer
file_names,filename_hal_MyGuilt,574773780538,my_guilt,my_guilt
file_names,filename_hal_MyNotes,574773780537,my_notes,my_notes
file_names,filename_hal_altar,574777974859,altar,altar
file_names,filename_hal_anglerTrio,574777974801,anglerTrio,anglerTrio
file_names,filename_hal_anubisScale,12159071607054350,anubisScale,anubisScale
file_names,filename_hal_archeologistNotes,12159071611248676,archeologistNotes,archeologistNotes
file_names,filename_hal_balance,12159071607054349,balance,balance
file_names,filename_hal_behindLeftDoor,574777974832,behind_left_door,behind_left_door
file_names,filename_hal_behindRightDoor,574777974834,behind_right_door,behind_right_door
file_names,filename_hal_bigBroWalleye,574773780570,bigBroWalleye,bigBroWalleye
file_names,filename_hal_bigCatch,574777974800,bigCatch,bigCatch
file_names,filename_hal_burningCoal,12159071611248649,burningCoal{0},burningCoal{0}
file_names,filename_hal_cFBAdoptionForm,574777974865,CFBAdoptionForm,CFBAdoptionForm
file_names,filename_hal_cavesMouth,574777974804,cavesMouth,cavesMouth
file_names,filename_hal_chamber,12159071607054342,chamber,chamber
file_names,filename_hal_colorLens,243518609022978,ColorLens,ColorLens
file_names,filename_hal_corpse,12159071611248655,corpse,corpse
file_names,filename_hal_corruptedKey,574777974828,key,key
file_names,filename_hal_countlessRegrets,574773780536,countlessRegrets,countlessRegrets
file_names,filename_hal_credits,574777974798,credits,credits
file_names,filename_hal_darkVines,12159071607054357,dark_vines,dark_vines
file_names,filename_hal_deadEnd,574777974854,dead_end,dead_end
file_names,filename_hal_deadlyMistake,12159071611248656,deadlyMistake,deadlyMistake
file_names,filename_hal_detectiveMemories,574777974822,detective_memories,detective_memories
file_names,filename_hal_diploma,574777974866,diploma,diploma
file_names,filename_hal_dontForget,574773780568,dontForget,dontForget
file_names,filename_hal_duaj,574773780560,Duaj,Duaj
file_names,filename_hal_eliteTourParlorWallpaper,574777974861,eliteTroutParlorWallpaperHD,eliteTroutParlorWallpaperHD
file_names,filename_hal_endgame,574773780559,endgame,endgame
file_names,filename_hal_endofdemo,574773780547,endofdemo,endofdemo
file_names,filename_hal_engravedWarning,574777974846,engraved_warning,engraved_warning
file_names,filename_hal_epitaph,12159071611248654,epitaph,epitaph
file_names,filename_hal_escaped,574777974795,escaped,escaped
file_names,filename_hal_etchedWalls,574777974838,etched_walls,etched_walls
file_names,filename_hal_example,574773780551,example,example
file_names,filename_hal_example2,574777974787,example2,example2
file_names,filename_hal_exampleFolder,574777974786,example_folder,example_folder
file_names,filename_hal_examplePuzzle,574773780562,Example Puzzle,Example Puzzle
file_names,filename_hal_examplePuzzleTitle,24457377930534912,Example Puzzle,Example Puzzle
file_names,filename_hal_exampleTitle,243518609022976,example_puzzle,example_puzzle
file_names,filename_hal_exitPath,574773780543,ExitPath,ExitPath
file_names,filename_hal_familyPhotos,574773780557,familyPhotos,familyPhotos
file_names,filename_hal_familyPhotosTitle,896801690345472,Family photos,Family photos
file_names,filename_hal_fantasyLand,574773780531,FantasyLand,FantasyLand
file_names,filename_hal_featherCoin,12159071607054353,featherCoin,featherCoin
file_names,filename_hal_flatStoneL,574777974857,flat_stone_L,flat_stone_L
file_names,filename_hal_flatStoneM,574777974853,flat_stone_M,flat_stone_M
file_names,filename_hal_flatStoneS,574777974843,flat_stone_S,flat_stone_S
file_names,filename_hal_fleetingFace,574777974842,fleeting_face,fleeting_face
file_names,filename_hal_fleetingFace_stp,574777974844,fleeting_face,fleeting_face
file_names,filename_hal_followingAVoice,12159071607054358,Following_a_voice,Following_a_voice
file_names,filename_hal_followingAVoiceAlternatePwd,12159071607054360,wrongWords,wrongWords
file_names,filename_hal_followingAVoiceDefault,12159071611248641,Following_a_voice,Following_a_voice
file_names,filename_hal_followingAVoiceInanna,12159071607054362,familiarCall,familiarCall
file_names,filename_hal_followingAVoiceKassandra,12159071607054361,wrongName,wrongName
file_names,filename_hal_followingAVoiceTagsDeleted,12159071607054359,alteredSanctuary,alteredSanctuary
file_names,filename_hal_followingAVoiceWrong,12159071611248640,yellingNonsense,yellingNonsense
file_names,filename_hal_furnaceRoom,12159071611248648,furnaceRoom,furnaceRoom
file_names,filename_hal_groceries,574777974789,groceries,groceries
file_names,filename_hal_hallOfMirrors,12159071611248667,hallOfMirrors,hallOfMirrors
file_names,filename_hal_handsOfFlame,574773780539,HandsOfFlame,HandsOfFlame
file_names,filename_hal_heartCoin,12159071607054352,heartCoin,heartCoin
file_names,filename_hal_heightenedSenses,574777974845,heightened_senses,heightened_senses
file_names,filename_hal_hourglass,12159071611248677,hourglass,hourglass
file_names,filename_hal_iKnowYouSawMe,574777974847,i_kNow_yoU_sAW_ME,i_kNow_yoU_sAW_ME
file_names,filename_hal_iLBeWatching,574773780542,IllBeWatching,IllBeWatching
file_names,filename_hal_impressiveSights,574773780533,ImpressiveSights,ImpressiveSights
file_names,filename_hal_inside,574777974813,inside,inside
file_names,filename_hal_insideBlueLockbox,12159071611248679,insideBlueLockbox,insideBlueLockbox
file_names,filename_hal_insideMouth,12159071611248663,insideMouth,insideMouth
file_names,filename_hal_insideYellowLockbox,12159071611248643,Inside_yellow_lockbox,Inside_yellow_lockbox
file_names,filename_hal_inside_of_cave,574777974814,inside_of_cave,inside_of_cave
file_names,filename_hal_insuranceJune,574777974785,insuranceJune,insuranceJune
file_names,filename_hal_intriguingStory,574773780535,intriguingStory,intriguingStory
file_names,filename_hal_introduction,12159071607054345,introduction,introduction
file_names,filename_hal_itsJustAnExample,574773780566,Its_Just_An_Example,Its_Just_An_Example
file_names,filename_hal_leftDoor,574777974825,left_door,left_door
file_names,filename_hal_leftDoorTitle,574777974829,Left Door,Left Door
file_names,filename_hal_leftPlate,12159071607054347,Left Plate,Left Plate
file_names,filename_hal_leftRoomRune,574777974831,left_room_rune,left_room_rune
file_names,filename_hal_leftWall,12159071607054356,left_wall,left_wall
